Change_Order_ID,Project_ID,Change_Number,Change_Title,Change_Category,Initiating_Party,Discipline,Change_Type,Originating_Source,Identified_Date,Submitted_Date,Required_Decision_Date,First_Decision_Date,Approved_Date,Closed_Date,Change_Status,Submitted_Value,Negotiated_Value,Approved_Value,Requested_Schedule_Days,Approved_Schedule_Days,Revision_Count,Pricing_Status,Authorization_Type,Forecast_Incorporated_Date,Cost_Code_Group
CO-00384,PRJ-029,CO-014,Design Error or Omission - Plumbing Area A5,Design Error or Omission,Engineer,Plumbing,Additive,Design Revision,2022-08-16,2022-08-17,2022-09-06,2022-09-11,,2022-10-03,Withdrawn,170000,,0,1,0,0,Pricing in Progress,None,,General Conditions
CO-00385,PRJ-029,CO-015,Owner-Directed Change - Architectural Area A4,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2022-05-27,2022-06-01,2022-06-21,2022-07-09,,,Pending,1686000,,,0,0,0,Negotiating,None,,Metals
CO-00386,PRJ-030,CO-001,Design Error or Omission - Controls Area B9,Design Error or Omission,General Contractor,Controls,Additive,Submittal Review,2022-03-10,2022-03-21,2022-04-10,2022-03-29,2022-04-10,2022-04-20,Approved,155000,121000,120000,0,0,0,Final,Executed Change Order,2022-04-13,Concrete
CO-00387,PRJ-030,CO-002,Quantity Variation - General Area B3,Quantity Variation,Subcontractor,General,Additive,RFI,2023-08-27,2023-09-04,2023-09-24,2023-09-18,2023-10-10,2023-10-15,Approved,13000,13000,13000,6,6,2,Final,Executed Change Order,,Equipment
CO-00388,PRJ-030,CO-003,Scope Clarification - Fire Protection Area D10,Scope Clarification,Engineer,Fire Protection,Additive,Design Revision,2023-07-17,2023-07-21,2023-08-10,2023-07-29,2023-08-05,2023-08-10,Approved,31000,27000,26000,6,3,0,Final,Owner Authorization,2023-08-08,General Conditions
CO-00389,PRJ-030,CO-004,Owner-Directed Change - Specialty Systems Area B1,Owner-Directed Change,Architect,Specialty Systems,Additive,Owner Request,2023-04-21,2023-04-28,2023-05-18,2023-05-07,2023-05-16,2023-05-20,Approved,60000,49000,48000,0,0,1,Final,Executed Change Order,2023-05-17,MEP
CO-00390,PRJ-030,CO-005,Scope Clarification - Architectural Area D7,Scope Clarification,General Contractor,Architectural,Additive,Field Condition,2022-01-02,2022-01-10,2022-01-30,2022-01-18,,,Pending,9800,,,4,0,0,Pricing in Progress,None,,MEP
CO-00391,PRJ-030,CO-006,Code or Regulatory Requirement - Controls Area C2,Code or Regulatory Requirement,Authority Having Jurisdiction,Controls,Additive,RFI,2022-06-07,2022-06-13,2022-07-03,2022-06-23,2022-07-02,2022-07-09,Approved,28000,25000,24000,2,1,0,Final,Executed Change Order,,Sitework
CO-00392,PRJ-030,CO-007,Design Error or Omission - Specialty Systems Area C10,Design Error or Omission,Architect,Specialty Systems,Deductive,Submittal Review,2023-03-15,2023-03-30,2023-04-19,2023-04-19,2023-04-28,2023-05-06,Approved,-57000,-53000,-51000,0,0,0,Final,Executed Change Order,2023-05-01,Envelope
CO-00393,PRJ-030,CO-008,Code or Regulatory Requirement - Architectural Area B8,Code or Regulatory Requirement,General Contractor,Architectural,Additive,RFI,2023-06-17,2023-06-21,2023-07-11,2023-07-06,2023-07-16,2023-07-25,Approved,107000,92000,93000,0,0,1,Final,Executed Change Order,2023-07-17,Sitework
CO-00394,PRJ-031,CO-001,Schedule Acceleration - General Area A5,Schedule Acceleration,Owner,General,Additive,Field Condition,2024-06-22,2024-06-26,2024-07-16,2024-07-22,,,Pending,274000,271000,,2,0,1,Pricing in Progress,None,,Specialties
CO-00395,PRJ-031,CO-002,Owner-Directed Change - Plumbing Area B5,Owner Directed,Owner,Plumbing,Additive,Owner Request,2023-11-22,2023-11-25,2023-12-15,2023-12-20,,,Pending,63000,,,0,0,1,Negotiating,None,,Envelope
CO-00396,PRJ-031,CO-003,Scope Clarification - Plumbing Area C7,Scope Clarification,General Contractor,Plumbing,Time Only,Schedule Recovery,2023-12-10,2023-12-12,2024-01-01,2023-12-21,2023-12-30,2024-01-01,Approved,0,0,0,3,1,0,Final,Field Directive,2024-01-03,MEP
CO-00397,PRJ-031,CO-004,Quantity Variation - Structural Area D10,Quantity Variation,General Contractor,Structural,Additive,Submittal Review,2023-10-28,2023-11-02,2023-11-22,2023-11-08,2023-11-11,2023-11-17,Approved,17000,17000,17000,0,0,0,Final,Owner Authorization,2023-11-13,General Conditions
CO-00398,PRJ-031,CO-005,Design Error or Omission - General Area D3,Design Error or Omission,Construction Manager,General,Time Only,Design Revision,2024-03-01,2024-03-07,2024-03-27,2024-03-21,2024-03-27,2024-03-28,Approved,0,0,0,9,6,0,Final,Owner Authorization,2024-03-31,Interiors
CO-00399,PRJ-031,CO-006,Owner-Directed Change - Fire Protection Area C8,Owner-Directed Change,Owner,Fire Protection,Additive,Owner Request,2024-01-02,2024-01-11,2024-01-31,2024-01-15,2024-01-20,2024-01-22,Approved,276000,263000,255000,0,0,0,Final,Executed Change Order,2024-01-21,MEP
CO-00400,PRJ-031,CO-007,Owner-Directed Change - Architectural Area C7,Owner-Directed Change,Owner,Architectural,Deductive,Owner Request,2024-06-22,2024-06-29,2024-07-19,2024-07-24,2024-08-11,2024-08-17,Approved,-68000,-54000,-53000,0,0,1,Final,Owner Authorization,2024-08-15,MEP
CO-00401,PRJ-031,CO-008,Owner-Directed Change - Architectural Area D5,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2023-11-09,2023-11-20,2023-12-10,2023-11-28,2023-12-07,2023-12-14,Approved,144000,115000,111000,0,0,0,Final,Executed Change Order,2023-12-16,Envelope
CO-00402,PRJ-031,CO-009,Design Error or Omission - Electrical Area B1,Design Error or Omission,Subcontractor,Electrical,Additive,RFI,2024-07-15,2024-07-24,2024-08-13,2024-08-08,2024-08-29,2024-09-01,Approved,220000,217000,220000,0,0,2,Final,Executed Change Order,2024-08-31,Envelope
CO-00403,PRJ-031,CO-010,Unforeseen Condition - Mechanical Area D9,Unforeseen Condition,Owner,Mechanical,Deductive,Field Condition,2024-01-02,2024-01-05,2024-01-25,2024-01-14,2024-01-21,2024-01-28,Approved,-87000,-80000,-79000,0,0,0,Final,Construction Change Directive,2024-01-24,Metals
CO-00404,PRJ-031,CO-011,Owner-Directed Change - General Area C2,Owner-Directed Change,Construction Manager,General,Additive,Owner Request,2024-06-06,2024-06-13,2024-07-03,2024-06-23,,2024-07-10,Rejected,335000,212000,0,0,0,0,Final,None,,Equipment
CO-00405,PRJ-032,CO-001,Quantity Variation - Civil Area D7,Quantity Variation,General Contractor,Civil,Deductive,Design Revision,2023-11-27,2023-11-29,2023-12-19,2023-12-09,2023-12-27,2023-12-29,Approved,-128000,-100000,-100000,0,0,1,Final,Construction Change Directive,2024-01-01,Concrete
CO-00406,PRJ-032,CO-002,Design Error or Omission - Controls Area B4,Design Error or Omission,General Contractor,Controls,Additive,RFI,2023-06-10,2023-06-17,2023-07-07,2023-06-28,,,Pending,264000,,,0,0,0,Pricing in Progress,None,,MEP
CO-00407,PRJ-032,CO-003,Schedule Acceleration - Architectural Area A9,Schedule Acceleration,Architect,Architectural,Additive,Design Revision,2023-09-27,2023-09-30,2023-10-20,2023-10-21,2023-10-30,2023-11-07,Approved,1643000,1409000,1391000,0,0,0,Final,Field Directive,2023-11-07,Specialties
CO-00408,PRJ-032,CO-004,Scope Clarification - Architectural Area D8,Scope Clarification,General Contractor,Architectural,Zero-Cost,RFI,2023-06-12,2023-06-14,2023-07-04,2023-06-22,2023-06-28,2023-06-29,Approved,0,0,0,2,2,0,Final,Owner Authorization,2023-07-01,MEP
CO-00409,PRJ-032,CO-005,Substitution - Controls Area D1,Substitution,General Contractor,Controls,Additive,Owner Request,2023-06-08,2023-06-15,2023-07-05,2023-07-04,2023-07-15,2023-07-16,Approved,20000,19000,18000,0,0,1,Final,Construction Change Directive,2023-07-20,Interiors
CO-00410,PRJ-032,CO-006,Design Error or Omission - Controls Area B7,Design Error or Omission,Architect,Controls,Deductive,Design Revision,2024-01-15,2024-01-18,2024-02-07,2024-02-03,,,Pending,-273000,,,0,0,1,Submitted,None,,MEP
CO-00411,PRJ-032,CO-007,Design Error or Omission - Architectural Area D9,Design Error or Omission,General Contractor,Architectural,Additive,Design Revision,2024-02-18,2024-02-24,2024-03-15,2024-03-06,,,Pending,115000,100000,,28,0,1,Pricing in Progress,None,,MEP
CO-00412,PRJ-032,CO-008,Schedule Acceleration - Architectural Area A5,Schedule Acceleration,General Contractor,Architectural,Time Only,Design Revision,2024-01-02,2024-01-06,2024-01-26,2024-01-21,2024-02-03,2024-02-06,Approved,0,0,0,50,28,1,Final,Owner Authorization,2024-02-08,MEP
CO-00413,PRJ-032,CO-009,Design Error or Omission - Civil Area C5,Design Error or Omission,Engineer,Civil,Additive,RFI,2023-02-23,2023-02-26,2023-03-18,2023-03-03,2023-03-09,2023-03-12,Approved,133000,115000,116000,0,0,0,Final,Executed Change Order,,Concrete
CO-00414,PRJ-032,CO-010,Owner-Directed Change - Civil Area D8,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2024-04-28,2024-05-07,2024-05-27,2024-06-02,2024-07-09,2024-07-10,Approved,116000,90000,86000,7,4,1,Final,Executed Change Order,2024-08-09,Sitework
CO-00415,PRJ-032,CO-011,Unforeseen Condition - Specialty Systems Area D7,Unforeseen Condition,General Contractor,Specialty Systems,Additive,Field Condition,2024-05-24,2024-05-29,2024-06-18,2024-06-12,,2024-06-28,Withdrawn,530000,,0,4,0,1,Submitted,None,,MEP
CO-00416,PRJ-032,CO-012,Value Engineering - Architectural Area B2,Value Engineering,Construction Manager,Architectural,Additive,Owner Request,2024-05-08,2024-05-18,2024-06-07,2024-05-25,2024-05-31,2024-06-02,Approved,177000,152000,153000,0,0,0,Final,Owner Authorization,2024-06-03,Concrete
CO-00417,PRJ-033,CO-001,Schedule Acceleration - Electrical Area A3,Schedule Acceleration,Subcontractor,Electrical,Additive,Design Revision,2023-08-10,2023-08-18,2023-09-07,2023-08-30,,,Pending,346000,,,0,0,1,Negotiating,None,,General Conditions
CO-00418,PRJ-033,CO-002,Substitution - Fire Protection Area B2,Substitution,Architect,Fire Protection,Additive,Design Revision,2023-11-27,2023-11-30,2023-12-20,2023-12-14,,2023-12-22,Withdrawn,204000,,0,0,0,1,Submitted,None,,Envelope
CO-00419,PRJ-033,CO-003,Substitution - Architectural Area B4,Substitution,Owner,Architectural,Zero-Cost,RFI,2023-10-25,2023-11-03,2023-11-23,2023-11-11,2023-11-16,2023-11-17,Approved,0,0,0,0,0,0,Final,Owner Authorization,2023-11-23,MEP
CO-00420,PRJ-033,CO-004,Value Engineering - Mechanical Area C8,Value Engineering,Engineer,Mechanical,Additive,Field Condition,2024-02-05,2024-02-11,2024-03-02,2024-02-26,,2024-03-22,Withdrawn,165000,,0,0,0,1,Submitted,None,,General Conditions
CO-00421,PRJ-033,CO-005,Owner-Directed Change - Electrical Area B7,Owner-Directed Change,Architect,Electrical,Zero-Cost,Owner Request,2023-08-13,2023-08-16,2023-09-05,2023-08-23,2023-08-30,2023-09-09,Approved,0,0,0,0,0,0,Final,Executed Change Order,2023-09-07,Envelope
CO-00422,PRJ-033,CO-006,Unforeseen Condition - Electrical Area C8,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2023-09-10,2023-09-17,2023-10-07,2023-09-26,,,Pending,127000,116000,,8,0,0,ROM,None,,Concrete
CO-00423,PRJ-033,CO-007,Owner-Directed Change - Mechanical Area A3,Owner-Directed Change,Architect,Mechanical,Additive,Owner Request,2023-08-11,2023-08-13,2023-09-02,2023-09-04,2023-09-22,2023-10-01,Approved,675000,561000,550000,0,0,0,Final,Executed Change Order,2023-09-30,MEP
CO-00424,PRJ-033,CO-008,Design Error or Omission - Mechanical Area C5,Design Error or Omission,General Contractor,Mechanical,Zero-Cost,RFI,2022-12-25,2022-12-31,2023-01-20,2023-01-15,2023-01-30,2023-02-01,Approved,0,0,0,0,0,0,Final,Executed Change Order,2023-02-04,General Conditions
CO-00425,PRJ-033,CO-009,Owner-Directed Change - Fire Protection Area A2,Owner-Directed Change,Owner,Fire Protection,Additive,Owner Request,2022-12-31,2023-01-07,2023-01-27,2023-01-23,,,Pending,1182000,938000,,0,0,1,ROM,None,,MEP
CO-00426,PRJ-033,CO-010,Unforeseen Condition - Specialty Systems Area A10,Unforeseen Condition,General Contractor,Specialty Systems,Additive,RFI,2022-12-31,2023-01-04,2023-01-24,2023-01-09,2023-01-15,2023-01-25,Approved,140000,133000,133000,0,0,0,Final,Construction Change Directive,2023-01-24,Sitework
CO-00427,PRJ-033,CO-011,Code or Regulatory Requirement - Electrical Area C2,Code / Regulatory,Owner,Electrical,Additive,RFI,2023-02-21,2023-03-03,2023-03-23,2023-03-14,2023-03-27,2023-03-29,Approved,202000,195000,196000,0,0,1,Final,Owner Authorization,2023-03-30,Metals
CO-00428,PRJ-033,CO-012,Owner-Directed Change - Structural Area B1,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2023-07-02,2023-07-04,2023-07-24,2023-08-10,2023-08-26,2023-09-05,Approved,203000,170000,166000,15,9,0,Final,Owner Authorization,2023-09-16,Specialties
CO-00429,PRJ-033,CO-013,Scope Clarification - Structural Area D4,Scope Clarification,General Contractor,Structural,Deductive,Owner Request,2023-01-27,2023-01-30,2023-02-19,2023-02-21,2023-03-12,2023-03-14,Approved,-480000,-476000,-474000,0,0,1,Final,Owner Authorization,2023-03-17,General Conditions
CO-00430,PRJ-034,CO-001,Value Engineering - Civil Area D3,Value Engineering,Authority Having Jurisdiction,Civil,Additive,RFI,2025-08-29,2025-09-06,2025-09-26,2025-09-12,2025-09-20,2025-09-29,Approved,60000,50000,50000,2,1,0,Final,Construction Change Directive,2025-09-22,Interiors
CO-00431,PRJ-034,CO-002,Owner-Directed Change - Electrical Area B9,Owner-Directed Change,Owner,Electrical,Additive,Owner Request,2025-08-14,2025-08-21,2025-09-10,2025-09-03,2025-09-13,2025-09-15,Approved,44000,37000,37000,0,0,0,Final,Owner Authorization,2025-09-19,MEP
CO-00432,PRJ-034,CO-003,Owner-Directed Change - Structural Area C7,Owner Directed,Owner,Structural,Additive,Owner Request,2024-12-15,2025-01-01,2025-01-21,2025-01-20,2025-02-02,2025-02-07,Approved,41000,38000,37000,0,0,1,Final,Executed Change Order,2025-02-03,Sitework
CO-00433,PRJ-034,CO-004,Code or Regulatory Requirement - Architectural Area A5,Code or Regulatory Requirement,Subcontractor,Architectural,Deductive,Design Revision,2025-01-16,2025-01-25,2025-02-14,2025-02-17,2025-03-13,2025-03-23,Approved,-92000,-75000,-75000,0,0,0,Final,Executed Change Order,2025-03-18,Concrete
CO-00434,PRJ-034,CO-005,Unforeseen Condition - Electrical Area B7,Unforeseen Conditions,Subcontractor,Electrical,Additive,Field Condition,2025-09-07,2025-09-09,2025-09-29,2025-09-21,,2025-10-05,Rejected,129000,99000,0,0,0,1,Final,None,,General Conditions
CO-00435,PRJ-034,CO-006,Unforeseen Condition - Fire Protection Area A10,Unforeseen Condition,Engineer,Fire Protection,Deductive,Field Condition,2024-11-29,2024-12-11,2024-12-31,2025-01-03,2025-01-15,2025-01-17,Approved,-87000,-74000,-74000,0,0,0,Final,Executed Change Order,2025-01-22,Sitework
CO-00436,PRJ-034,CO-007,Owner-Directed Change - Electrical Area C8,Owner-Directed Change,Owner,Electrical,Additive,Owner Request,2024-12-07,2024-12-11,2024-12-31,2024-12-25,2025-01-07,2025-01-12,Approved,163000,147000,145000,0,0,0,Final,Owner Authorization,2025-01-14,Equipment
CO-00437,PRJ-034,CO-008,Unforeseen Condition - Mechanical Area B1,Unforeseen Condition,Construction Manager,Mechanical,Time Only,Field Condition,2024-10-08,2024-10-11,2024-10-31,2024-10-19,2024-10-29,2024-11-07,Approved,0,0,0,4,2,1,Final,Executed Change Order,2024-11-03,MEP
CO-00438,PRJ-034,CO-009,Design Error or Omission - Electrical Area B6,Design Error or Omission,Owner,Electrical,Additive,Design Revision,2024-10-22,2024-10-25,2024-11-14,2024-11-07,2024-12-03,2024-12-04,Approved,314000,239000,235000,0,0,0,Final,Owner Authorization,2024-12-04,Equipment
CO-00439,PRJ-034,CO-010,Value Engineering - Structural Area C2,Value Engineering,Owner,Structural,Additive,Submittal Review,2024-06-07,2024-06-12,2024-07-02,2024-07-08,2024-07-21,2024-07-22,Approved,58000,52000,52000,3,2,1,Final,Owner Authorization,2024-07-31,Concrete
CO-00440,PRJ-034,CO-011,Design Error or Omission - Architectural Area A4,Design Error or Omission,Architect,Architectural,Additive,RFI,2025-02-11,2025-02-15,2025-03-07,2025-03-12,2025-03-28,2025-04-03,Approved,141000,142000,143000,0,0,2,Final,Executed Change Order,2025-04-02,MEP
CO-00441,PRJ-034,CO-012,Design Error or Omission - Architectural Area A10,Design Error or Omission,Construction Manager,Architectural,Deductive,RFI,2024-04-25,2024-04-29,2024-05-19,2024-05-08,2024-05-21,2024-05-27,Approved,-494000,-454000,-461000,0,0,1,Final,Executed Change Order,2024-05-28,Equipment
CO-00442,PRJ-035,CO-001,Schedule Acceleration - Mechanical Area A1,Schedule Acceleration,Architect,Mechanical,Additive,Field Condition,2024-07-21,2024-07-24,2024-08-13,2024-09-07,,,Pending,247000,237000,,2,0,1,Submitted,None,,Interiors
CO-00443,PRJ-035,CO-002,Quantity Variation - Specialty Systems Area D7,Quantity Variation,General Contractor,Specialty Systems,Zero-Cost,Field Condition,2024-03-05,2024-03-09,2024-03-29,2024-03-27,,2024-04-13,Rejected,0,0,0,0,0,1,Final,None,,MEP
CO-00444,PRJ-035,CO-003,Owner-Directed Change - Specialty Systems Area A9,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2024-10-01,2024-10-08,2024-10-28,2024-10-28,2024-12-02,2024-12-12,Approved,50000,47000,47000,0,0,0,Final,Construction Change Directive,2024-12-03,General Conditions
CO-00445,PRJ-035,CO-004,Quantity Variation - General Area A2,Quantity Variation,Authority Having Jurisdiction,General,Additive,Owner Request,2022-06-04,2022-06-07,2022-06-27,2022-06-17,2022-07-01,2022-07-04,Approved,137000,131000,132000,12,10,0,Final,Owner Authorization,2022-07-08,Concrete
CO-00446,PRJ-035,CO-005,Code or Regulatory Requirement - Structural Area A2,Code or Regulatory Requirement,Engineer,Structural,Additive,Field Condition,2024-09-02,2024-09-12,2024-10-02,2024-11-07,2024-12-13,2024-12-17,Approved,273000,211000,211000,0,0,1,Final,Construction Change Directive,2024-12-16,Interiors
CO-00447,PRJ-035,CO-006,Code or Regulatory Requirement - Fire Protection Area D4,Code or Regulatory Requirement,Owner,Fire Protection,Additive,Field Condition,2023-05-07,2023-05-18,2023-06-07,2023-06-11,2023-07-05,2023-07-09,Approved,38000,39000,39000,4,3,1,Final,Executed Change Order,2023-07-06,MEP
CO-00448,PRJ-035,CO-007,Value Engineering - Structural Area C4,Value Engineering,Subcontractor,Structural,Deductive,RFI,2024-08-27,2024-08-29,2024-09-18,2024-09-13,,,Pending,-47000,-39000,,0,0,0,Submitted,None,,MEP
CO-00449,PRJ-035,CO-008,Code or Regulatory Requirement - Fire Protection Area B10,Code or Regulatory Requirement,Architect,Fire Protection,Additive,Schedule Recovery,2024-07-25,2024-08-07,2024-08-27,2024-09-01,2024-09-15,2024-09-18,Approved,111000,111000,108000,0,0,1,Final,Field Directive,2024-09-18,Sitework
CO-00450,PRJ-035,CO-009,Unforeseen Condition - Specialty Systems Area D5,Unforeseen Condition,General Contractor,Specialty Systems,Zero-Cost,Field Condition,2024-08-01,2024-08-10,2024-08-30,2024-08-24,2024-09-08,2024-09-15,Approved,0,0,0,0,0,1,Final,Executed Change Order,2024-09-11,MEP
CO-00451,PRJ-035,CO-010,Scope Clarification - Controls Area B7,Scope Clarification,Subcontractor,Controls,Additive,Submittal Review,2024-12-13,2024-12-24,2025-01-13,2025-01-11,2025-02-07,2025-02-12,Approved,86000,85000,86000,3,2,1,Final,Executed Change Order,2025-02-09,Specialties
CO-00452,PRJ-035,CO-011,Value Engineering - General Area C3,VE,Architect,General,Additive,Owner Request,2023-06-11,2023-07-03,2023-07-23,2023-07-21,,,Pending,69000,73000,,0,0,1,Pricing in Progress,None,,Sitework
CO-00453,PRJ-036,CO-001,Substitution - Specialty Systems Area A7,Substitution,General Contractor,Specialty Systems,Additive,RFI,2024-01-28,2024-02-04,2024-02-24,2024-02-27,2024-03-14,2024-03-18,Approved,81000,75000,75000,9,6,1,Final,Owner Authorization,2024-03-19,MEP
CO-00454,PRJ-036,CO-002,Code or Regulatory Requirement - Electrical Area D1,Code or Regulatory Requirement,Subcontractor,Electrical,Deductive,Owner Request,2024-10-23,2024-10-28,2024-11-17,2024-11-06,,2024-11-23,Rejected,-740000,-596000,0,0,0,0,Final,None,,MEP
CO-00455,PRJ-036,CO-003,Scope Clarification - Electrical Area C8,Scope Clarification,Construction Manager,Electrical,Additive,RFI,2025-10-23,2025-10-31,2025-11-20,2025-11-09,2025-11-22,2025-11-24,Approved,65000,65000,,0,0,0,Final,Owner Authorization,2025-12-01,Metals
