Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-000911,PRJ-012,RFI,RFI-00410,2,2024-12-05T15:00,Submitted,Closed,Architect,Construction Manager,Respond and close,0,No,Final response
EVT-000912,PRJ-012,RFI,RFI-00411,1,2025-10-01T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000913,PRJ-012,RFI,RFI-00411,2,2025-10-13T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-000914,PRJ-012,RFI,RFI-00411,3,2025-10-17T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-000915,PRJ-012,RFI,RFI-00412,1,2025-10-28T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000916,PRJ-012,RFI,RFI-00412,2,2025-11-04T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000917,PRJ-012,RFI,RFI-00413,1,2024-06-10T08:00,,Submitted,Construction Manager,Construction Manager,Submit,0,Yes,Initial submission
EVT-000918,PRJ-012,RFI,RFI-00413,2,2024-06-19T15:00,Submitted,Answered,Construction Manager,Construction Manager,Respond,0,No,Final response
EVT-000919,PRJ-012,RFI,RFI-00414,1,2025-01-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000920,PRJ-012,RFI,RFI-00414,2,2025-01-08T11:00,Submitted,Awaiting Owner,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000921,PRJ-012,RFI,RFI-00415,1,2025-08-22T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000922,PRJ-012,RFI,RFI-00415,2,2025-09-21T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-000923,PRJ-012,RFI,RFI-00416,1,2024-10-04T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000924,PRJ-012,RFI,RFI-00416,2,2024-10-16T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000925,PRJ-012,RFI,RFI-00417,1,2024-08-01T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000926,PRJ-012,RFI,RFI-00417,2,2024-08-08T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000927,PRJ-012,RFI,RFI-00418,1,2025-09-02T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000928,PRJ-012,RFI,RFI-00418,2,2025-09-12T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-000929,PRJ-012,RFI,RFI-00418,3,2025-09-16T15:00,Returned for Clarification,Answered,Architect,General Contractor,Respond,1,No,Final response
EVT-000930,PRJ-012,RFI,RFI-00419,1,2025-06-14T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000931,PRJ-012,RFI,RFI-00419,2,2025-07-09T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000932,PRJ-012,RFI,RFI-00419,3,2025-07-14T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-000933,PRJ-012,RFI,RFI-00420,1,2025-03-23T08:00,,Submitted,Construction Manager,Owner Representative,Submit,0,Yes,Initial submission
EVT-000934,PRJ-012,RFI,RFI-00420,2,2025-04-01T15:00,Submitted,Closed,Owner Representative,Construction Manager,Respond and close,0,No,Final response
EVT-000935,PRJ-012,RFI,RFI-00421,1,2024-09-09T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000936,PRJ-012,RFI,RFI-00421,2,2024-10-08T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000937,PRJ-012,RFI,RFI-00421,3,2024-10-13T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,2,No,Final response
EVT-000938,PRJ-012,RFI,RFI-00422,1,2025-04-26T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000939,PRJ-012,RFI,RFI-00422,2,2025-05-05T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000940,PRJ-012,RFI,RFI-00423,1,2025-12-20T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000941,PRJ-012,RFI,RFI-00423,2,2025-12-24T11:00,Submitted,Awaiting Designer,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000942,PRJ-012,RFI,RFI-00424,1,2025-08-23T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000943,PRJ-012,RFI,RFI-00424,2,2025-09-13T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000944,PRJ-012,RFI,RFI-00425,1,2025-09-11T08:00,,Submitted,Construction Manager,Construction Manager,Submit,0,Yes,Initial submission
EVT-000945,PRJ-012,RFI,RFI-00425,2,2025-09-24T15:00,Submitted,Closed,Construction Manager,Construction Manager,Respond and close,0,No,Final response
EVT-000946,PRJ-012,RFI,RFI-00426,1,2025-07-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000947,PRJ-012,RFI,RFI-00426,2,2025-08-17T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000948,PRJ-012,RFI,RFI-00427,1,2024-12-18T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000949,PRJ-012,RFI,RFI-00427,2,2025-01-04T13:00,Submitted,Returned for Clarification,Design Manager,Subcontractor,Return,1,Yes,Insufficient information
EVT-000950,PRJ-012,RFI,RFI-00427,3,2025-01-10T15:00,Returned for Clarification,Answered,Design Manager,Subcontractor,Respond,1,No,Final response
EVT-000951,PRJ-012,RFI,RFI-00428,1,2025-07-03T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000952,PRJ-012,RFI,RFI-00428,2,2025-08-02T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000953,PRJ-012,RFI,RFI-00429,1,2024-12-30T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000954,PRJ-012,RFI,RFI-00429,2,2025-01-26T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000955,PRJ-012,RFI,RFI-00430,1,2025-08-13T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000956,PRJ-012,RFI,RFI-00430,2,2025-08-21T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000957,PRJ-012,RFI,RFI-00431,1,2025-10-15T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-000958,PRJ-012,RFI,RFI-00431,2,2025-10-26T13:00,Submitted,Returned for Clarification,Construction Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-000959,PRJ-012,RFI,RFI-00431,3,2025-11-02T15:00,Returned for Clarification,Answered,Construction Manager,General Contractor,Respond,1,No,Final response
EVT-000960,PRJ-012,RFI,RFI-00432,1,2025-10-17T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000961,PRJ-012,RFI,RFI-00432,2,2025-11-02T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000962,PRJ-012,RFI,RFI-00433,1,2025-06-21T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000963,PRJ-012,RFI,RFI-00433,2,2025-07-04T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000964,PRJ-012,RFI,RFI-00434,1,2024-06-24T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000965,PRJ-012,RFI,RFI-00434,2,2024-08-31T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000966,PRJ-012,RFI,RFI-00434,3,2024-09-07T15:00,Returned for Clarification,Answered,Engineer,General Contractor,Respond,1,No,Final response
EVT-000967,PRJ-012,RFI,RFI-00435,1,2025-10-22T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000968,PRJ-012,RFI,RFI-00435,2,2025-10-25T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-000969,PRJ-012,RFI,RFI-00436,1,2024-12-20T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000970,PRJ-012,RFI,RFI-00436,2,2025-01-21T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000971,PRJ-012,RFI,RFI-00436,3,2025-01-24T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-000972,PRJ-012,RFI,RFI-00437,1,2025-01-19T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000973,PRJ-012,RFI,RFI-00437,2,2025-02-02T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000974,PRJ-012,RFI,RFI-00438,1,2024-08-16T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000975,PRJ-012,RFI,RFI-00438,2,2024-09-03T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000976,PRJ-012,RFI,RFI-00439,1,2025-12-12T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000977,PRJ-012,RFI,RFI-00439,2,2025-12-21T11:00,Submitted,Open,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000978,PRJ-012,RFI,RFI-00440,1,2024-08-07T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000979,PRJ-012,RFI,RFI-00440,2,2024-08-24T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000980,PRJ-012,RFI,RFI-00441,1,2025-11-27T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000981,PRJ-012,RFI,RFI-00441,2,2025-12-13T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-000982,PRJ-012,RFI,RFI-00441,3,2025-12-18T15:00,Returned for Clarification,Closed,Architect,General Contractor,Respond and close,1,No,Final response
EVT-000983,PRJ-012,RFI,RFI-00442,1,2024-12-15T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000984,PRJ-012,RFI,RFI-00442,2,2024-12-26T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000985,PRJ-012,RFI,RFI-00443,1,2024-12-09T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000986,PRJ-012,RFI,RFI-00443,2,2024-12-26T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000987,PRJ-012,RFI,RFI-00444,1,2025-01-26T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000988,PRJ-012,RFI,RFI-00444,2,2025-02-05T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-000989,PRJ-013,RFI,RFI-00445,1,2023-11-10T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000990,PRJ-013,RFI,RFI-00445,2,2023-11-19T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-000991,PRJ-013,RFI,RFI-00446,1,2022-06-18T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000992,PRJ-013,RFI,RFI-00446,2,2022-06-27T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000993,PRJ-013,RFI,RFI-00447,1,2022-04-29T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000994,PRJ-013,RFI,RFI-00447,2,2022-04-30T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000995,PRJ-013,RFI,RFI-00447,3,2022-05-06T15:00,Returned for Clarification,Answered,Engineer,General Contractor,Respond,1,No,Final response
EVT-000996,PRJ-013,RFI,RFI-00448,1,2022-10-08T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000997,PRJ-013,RFI,RFI-00448,2,2022-10-23T15:00,Submitted,Closed,Owner Representative,Subcontractor,Respond and close,0,No,Final response
EVT-000998,PRJ-013,RFI,RFI-00449,1,2023-12-03T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000999,PRJ-013,RFI,RFI-00449,2,2023-12-08T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001000,PRJ-013,RFI,RFI-00450,1,2024-06-08T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-001001,PRJ-013,RFI,RFI-00450,2,2024-06-09T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-001002,PRJ-013,RFI,RFI-00450,3,2024-06-15T15:00,Returned for Clarification,Closed,Architect,General Contractor,Respond and close,1,No,Final response
EVT-001003,PRJ-013,RFI,RFI-00451,1,2023-11-16T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001004,PRJ-013,RFI,RFI-00451,2,2023-11-27T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001005,PRJ-013,RFI,RFI-00452,1,2022-08-30T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001006,PRJ-013,RFI,RFI-00452,2,2022-09-10T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001007,PRJ-013,RFI,RFI-00453,1,2022-11-06T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001008,PRJ-013,RFI,RFI-00453,2,2022-11-21T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-001009,PRJ-013,RFI,RFI-00454,1,2022-11-20T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-001010,PRJ-013,RFI,RFI-00454,2,2022-11-27T11:00,Submitted,Awaiting Owner,Design Manager,Architect,Assign or escalate,0,Yes,Current open status
EVT-001011,PRJ-013,RFI,RFI-00455,1,2024-03-15T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-001012,PRJ-013,RFI,RFI-00455,2,2024-03-25T15:00,Submitted,Answered,Design Manager,Subcontractor,Respond,0,No,Final response
EVT-001013,PRJ-013,RFI,RFI-00456,1,2023-08-26T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-001014,PRJ-013,RFI,RFI-00456,2,2023-08-28T13:00,Submitted,Returned for Clarification,Construction Manager,General Contractor,Return,1,Yes,Insufficient information
EVT-001015,PRJ-013,RFI,RFI-00456,3,2023-09-04T11:00,Submitted,Awaiting Designer,Design Manager,Construction Manager,Assign or escalate,1,Yes,Current open status
EVT-001016,PRJ-013,RFI,RFI-00457,1,2023-05-16T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001017,PRJ-013,RFI,RFI-00457,2,2023-05-28T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-001018,PRJ-013,RFI,RFI-00457,3,2023-06-01T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-001019,PRJ-013,RFI,RFI-00458,1,2024-04-21T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001020,PRJ-013,RFI,RFI-00458,2,2024-05-04T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-001021,PRJ-013,RFI,RFI-00459,1,2024-06-05T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001022,PRJ-013,RFI,RFI-00459,2,2024-06-09T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-001023,PRJ-013,RFI,RFI-00459,3,2024-06-16T15:00,Returned for Clarification,Answered,Engineer,Subcontractor,Respond,1,No,Final response
EVT-001024,PRJ-013,RFI,RFI-00460,1,2022-07-26T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-001025,PRJ-013,RFI,RFI-00460,2,2022-08-01T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-001026,PRJ-013,RFI,RFI-00461,1,2023-05-15T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001027,PRJ-013,RFI,RFI-00461,2,2023-05-29T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001028,PRJ-013,RFI,RFI-00462,1,2023-11-22T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001029,PRJ-013,RFI,RFI-00462,2,2023-11-26T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001030,PRJ-013,RFI,RFI-00463,1,2022-01-23T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001031,PRJ-013,RFI,RFI-00463,2,2022-01-24T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-001032,PRJ-013,RFI,RFI-00463,3,2022-02-01T15:00,Returned for Clarification,Answered,Engineer,Subcontractor,Respond,1,No,Final response
EVT-001033,PRJ-013,RFI,RFI-00464,1,2023-10-15T08:00,,Submitted,Construction Manager,Construction Manager,Submit,0,Yes,Initial submission
EVT-001034,PRJ-013,RFI,RFI-00464,2,2023-10-20T13:00,Submitted,Returned for Clarification,Construction Manager,Construction Manager,Return,1,Yes,Insufficient information
EVT-001035,PRJ-013,RFI,RFI-00464,3,2023-10-25T15:00,Returned for Clarification,Closed,Construction Manager,Construction Manager,Respond and close,1,No,Final response
EVT-001036,PRJ-013,RFI,RFI-00465,1,2023-11-29T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-001037,PRJ-013,RFI,RFI-00465,2,2023-12-07T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-001038,PRJ-013,RFI,RFI-00465,3,2023-12-14T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-001039,PRJ-013,RFI,RFI-00466,1,2022-09-17T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001040,PRJ-013,RFI,RFI-00466,2,2022-09-23T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-001041,PRJ-013,RFI,RFI-00466,3,2022-10-02T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-001042,PRJ-013,RFI,RFI-00467,1,2023-03-07T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001043,PRJ-013,RFI,RFI-00467,2,2023-03-14T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-001044,PRJ-013,RFI,RFI-00468,1,2024-06-09T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001045,PRJ-013,RFI,RFI-00468,2,2024-06-11T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-001046,PRJ-013,RFI,RFI-00468,3,2024-06-18T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-001047,PRJ-013,RFI,RFI-00469,1,2024-02-20T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001048,PRJ-013,RFI,RFI-00469,2,2024-03-02T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-001049,PRJ-013,RFI,RFI-00470,1,2023-07-06T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-001050,PRJ-013,RFI,RFI-00470,2,2023-07-14T11:00,Submitted,Open,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-001051,PRJ-013,RFI,RFI-00471,1,2022-11-22T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001052,PRJ-013,RFI,RFI-00471,2,2022-12-07T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-001053,PRJ-013,RFI,RFI-00471,3,2022-12-13T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-001054,PRJ-013,RFI,RFI-00472,1,2022-07-16T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-001055,PRJ-013,RFI,RFI-00472,2,2022-07-24T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-001056,PRJ-013,RFI,RFI-00472,3,2022-07-30T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-001057,PRJ-013,RFI,RFI-00473,1,2024-02-11T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-001058,PRJ-013,RFI,RFI-00473,2,2024-02-19T15:00,Submitted,Answered,Architect,General Contractor,Respond,0,No,Final response
EVT-001059,PRJ-013,RFI,RFI-00474,1,2023-10-15T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
